index,Year,Calendar Date (YYYYMMDD),WeekNo,Year_Week,$Price,$ Sales Amount,# Sold Unit,# Inventory Unit
326,2016,20160306,11,2016_11,114.14285714285714,2743.8413152698868,25,1912
327,2016,20160307,11,2016_11,114.14285714285714,1552.3244094672666,15,1897
328,2016,20160308,11,2016_11,114.14285714285714,1398.1442552871124,13,1884
329,2016,20160309,11,2016_11,114.14285714285714,2088.7163744306604,19,1865
330,2016,20160310,11,2016_11,114.14285714285714,2702.902702902703,24,1841
331,2016,20160311,11,2016_11,114.14285714285714,2851.2014226299943,26,1815
332,2016,20160312,11,2016_11,114.14285714285714,9377.823663537949,85,1730
333,2016,20160313,12,2016_12,114.14285714285714,11643.981643981644,107,6027
334,2016,20160314,12,2016_12,114.14285714285714,5984.4488415916985,54,5973
335,2016,20160315,12,2016_12,114.14285714285714,4856.679142393429,46,5927
336,2016,20160316,12,2016_12,114.14285714285714,6106.606106606107,56,5871
337,2016,20160317,12,2016_12,114.14285714285714,5096.1550961550965,48,5823
338,2016,20160318,12,2016_12,114.14285714285714,8380.351237494095,77,5746
339,2016,20160319,12,2016_12,114.14285714285714,16410.28069599498,149,5597
340,2016,20160320,13,2016_13,114.14285714285714,15425.201139486855,138,7502
341,2016,20160321,13,2016_13,114.14285714285714,4973.76211661926,45,7457
342,2016,20160322,13,2016_13,114.14285714285714,4460.614460614461,42,7415
343,2016,20160323,13,2016_13,114.14285714285714,6152.049009191866,66,7349
344,2016,20160324,13,2016_13,114.14285714285714,4917.147774290631,45,7304
345,2016,20160325,13,2016_13,114.14285714285714,5950.1630930202355,55,7249
346,2016,20160326,13,2016_13,114.14285714285714,15278.362421219563,148,7101
347,2016,20160327,14,2016_14,114.14285714285714,10897.22518293947,100,7412
348,2016,20160328,14,2016_14,114.14285714285714,3570.3521417807133,32,7380
349,2016,20160329,14,2016_14,114.14285714285714,4063.304063304063,38,7342
350,2016,20160330,14,2016_14,114.14285714285714,4388.647245790103,44,7298
351,2016,20160331,14,2016_14,114.14285714285714,6149.51614951615,56,7242
352,2016,20160401,14,2016_14,114.14285714285714,6586.730872445158,60,7182
353,2016,20160402,14,2016_14,114.14285714285714,13264.354692926121,123,7059
354,2016,20160403,15,2016_15,114.14285714285714,18086.390943533803,168,6653
355,2016,20160404,15,2016_15,114.14285714285714,13169.5588838446,122,6531
356,2016,20160405,15,2016_15,114.14285714285714,3673.875102446531,34,6497
357,2016,20160406,15,2016_15,114.14285714285714,2214.1450712879287,21,6476
358,2016,20160407,15,2016_15,114.14285714285714,2269.1651263079834,20,6456
359,2016,20160408,15,2016_15,114.14285714285714,4559.975988547417,42,6414
360,2016,20160409,15,2016_15,114.14285714285714,10678.62067862068,103,6311
361,2016,20160410,16,2016_16,114.14285714285714,10438.987581844724,97,6879
362,2016,20160411,16,2016_16,114.14285714285714,3297.547583261869,30,6849
363,2016,20160412,16,2016_16,114.14285714285714,3227.8889421746567,29,6820
364,2016,20160413,16,2016_16,114.14285714285714,4052.004052004052,38,6782
365,2016,20160414,16,2016_16,114.14285714285714,3410.589124874839,30,6752
366,2016,20160415,16,2016_16,114.14285714285714,4562.111704968848,42,6710
367,2016,20160416,16,2016_16,114.14285714285714,8547.669976241405,80,6630
368,2016,20160417,17,2016_17,114.14285714285714,10068.297211154353,95,6729
369,2016,20160418,17,2016_17,114.14285714285714,3664.932236360808,35,6694
370,2016,20160419,17,2016_17,114.14285714285714,4480.947338090195,43,6651
371,2016,20160420,17,2016_17,114.14285714285714,4769.647626790484,46,6605
372,2016,20160421,17,2016_17,114.14285714285714,5679.469965184251,54,6551
373,2016,20160422,17,2016_17,114.14285714285714,6267.167695739125,61,6490
374,2016,20160423,17,2016_17,114.14285714285714,9658.32394403823,90,6400
375,2016,20160424,18,2016_18,114.14285714285714,10061.110061110061,95,7443
376,2016,20160425,18,2016_18,114.14285714285714,4349.875778447207,40,7403
377,2016,20160426,18,2016_18,114.14285714285714,2546.5811180096894,24,7379
378,2016,20160427,18,2016_18,114.14285714285714,3028.1630281630282,28,7351
379,2016,20160428,18,2016_18,114.14285714285714,4124.96126781841,39,7312
380,2016,20160429,18,2016_18,114.14285714285714,4124.96126781841,298,7014
381,2016,20160430,18,2016_18,114.14285714285714,19550.94955094955,190,6824
382,2016,20160501,19,2016_19,114.14285714285714,22050.456336170624,213,8534
383,2016,20160502,19,2016_19,114.14285714285714,12333.630905059477,118,8416
